"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CHARTER STATUS","GRADE","ENROLLMENT"
"2019-2020",17,"HOCKLEY COUNTY",110908,"WHITHARRAL ISD","TRADITIONAL ISD/CSD","Grade 10",18
"2019-2020",17,"HOCKLEY COUNTY",110908,"WHITHARRAL ISD","TRADITIONAL ISD/CSD","Grade 11",10
"2019-2020",17,"HOCKLEY COUNTY",110908,"WHITHARRAL ISD","TRADITIONAL ISD/CSD","Grade 12",11
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<70"
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Kindergarten",107
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 1",119
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 2",92
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 3",97
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 4",120
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 5",114
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 6",109
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 7",113
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 8",118
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 9",112
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 10",111
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 11",110
"2019-2020",12,"HILL COUNTY",109911,"WHITNEY ISD","TRADITIONAL ISD/CSD","Grade 12",109
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Early Education",71
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",904
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Kindergarten",1067
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 1",1054
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 2",1080
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 3",1028
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 4",1016
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 5",1037
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 6",1048
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 7",1032
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 8",1008
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 9",1006
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 10",916
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 11",905
"2019-2020",09,"WICHITA COUNTY",243905,"WICHITA FALLS ISD","TRADITIONAL ISD/CSD","Grade 12",919
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<10"
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Kindergarten",12
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 1",18
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 2",12
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 3",12
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 4",13
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 5",11
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 6",23
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 7",17
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 8",15
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 9",21
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 10","<10"
"2019-2020",16,"OLDHAM COUNTY",180904,"WILDORADO ISD","TRADITIONAL ISD/CSD","Grade 11",14
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Early Education",60
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",174
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Kindergarten",615
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 1",542
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 2",587
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 3",594
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 4",634
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 5",632
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 6",590
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 7",612
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 8",596
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 9",641
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 10",658
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 11",465
"2019-2020",06,"MONTGOMERY COUNTY",170904,"WILLIS ISD","TRADITIONAL ISD/CSD","Grade 12",465
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",154
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Kindergarten",167
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 1",197
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 2",156
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 3",188
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 4",157
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 5",209
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 6",203
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 7",210
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 8",222
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 9",206
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 10",179
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 11",170
"2019-2020",10,"VAN ZANDT COUNTY",234907,"WILLS POINT ISD","TRADITIONAL ISD/CSD","Grade 12","<150"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Kindergarten",10
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 1","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 2","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 3",10
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 4","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 5",14
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 6","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 7",15
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 8",12
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 9","<10"
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 10",12
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 11",15
"2019-2020",17,"LYNN COUNTY",153907,"WILSON ISD","TRADITIONAL ISD/CSD","Grade 12",10
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Early Education",44
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",74
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Kindergarten",140
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 1",167
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 2",161
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 3",200
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 4",163
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 5",200
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 6",198
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 7",200
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 8",191
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 9",219
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 10",231
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 11",174
"2019-2020",13,"HAYS COUNTY",105905,"WIMBERLEY ISD","TRADITIONAL ISD/CSD","Grade 12",175
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",29
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Kindergarten",27
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 1",25
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 2",30
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 3",28
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 4",25
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 5",28
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 6",30
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 7",36
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 8",29
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 9",29
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 10",29
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 11",30
"2019-2020",09,"ARCHER COUNTY",005904,"WINDTHORST ISD","TRADITIONAL ISD/CSD","Grade 12",32
"2019-2020",10,"DALLAS COUNTY",057828,"WINFREE ACADEMY CHARTER SCHOOLS","OPEN ENROLLMENT CHARTER","Grade 9",246
"2019-2020",10,"DALLAS COUNTY",057828,"WINFREE ACADEMY CHARTER SCHOOLS","OPEN ENROLLMENT CHARTER","Grade 10",273
"2019-2020",10,"DALLAS COUNTY",057828,"WINFREE ACADEMY CHARTER SCHOOLS","OPEN ENROLLMENT CHARTER","Grade 11",463
"2019-2020",10,"DALLAS COUNTY",057828,"WINFREE ACADEMY CHARTER SCHOOLS","OPEN ENROLLMENT CHARTER","Grade 12",350
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<30"
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Kindergarten",30
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 1",24
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 2",27
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 3",33
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 4",29
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 5",33
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 6",45
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 7",41
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 8",38
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 9",33
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 10",25
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 11",35
"2019-2020",18,"WINKLER COUNTY",248902,"WINK-LOVING ISD","TRADITIONAL ISD/CSD","Grade 12",30
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<60"
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Kindergarten",105
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 1",104
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 2",113
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 3",89
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 4",105
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 5",119
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 6",105
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 7",113
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 8",121
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 9",113
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 10",137
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 11",108
"2019-2020",07,"WOOD COUNTY",250907,"WINNSBORO ISD","TRADITIONAL ISD/CSD","Grade 12",96
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",77
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Kindergarten",71
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 1",78
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 2",87
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 3",88
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 4",85
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 5",77
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 6",72
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 7",92
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 8",82
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 9",72
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 10",86
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 11",78
"2019-2020",07,"SMITH COUNTY",212910,"WINONA ISD","TRADITIONAL ISD/CSD","Grade 12","<80"
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",45
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Kindergarten",44
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 1","<40"
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 2",37
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 3",33
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 4",36
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 5",32
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 6",42
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 7",46
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 8",42
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 9",42
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 10",51
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 11",41
"2019-2020",15,"RUNNELS COUNTY",200904,"WINTERS ISD","TRADITIONAL ISD/CSD","Grade 12",45
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",57
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Kindergarten",64
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 1",56
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 2",58
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 3",55
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 4","<50"
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 5",49
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 6",61
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 7",60
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 8",65
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 9",56
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 10",64
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 11",48
"2019-2020",07,"NACOGDOCHES COUNTY",174906,"WODEN ISD","TRADITIONAL ISD/CSD","Grade 12",56
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<30"
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Kindergarten",55
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 1",46
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 2",43
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 3",44
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 4",41
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 5",55
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 6",55
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 7",58
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 8",48
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 9",52
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 10",46
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 11",49
"2019-2020",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","TRADITIONAL ISD/CSD","Grade 12",44
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",32
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Kindergarten",29
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 1",34
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 2",32
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 3",39
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 4",34
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 5",33
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 6",42
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 7",29
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 8",41
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 9","<30"
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 10",34
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 11",27
"2019-2020",03,"REFUGIO COUNTY",196902,"WOODSBORO ISD","TRADITIONAL ISD/CSD","Grade 12",33
"2019-2020",09,"THROCKMORTON COUNTY",224902,"WOODSON ISD","TRADITIONAL ISD/CSD","Early Education","<10"
